7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
7.08108e-05,-nan
